date,stock_id,AccountsPayable,AccountsPayableToRelatedParties,AccountsPayableToRelatedParties_per,AccountsPayable_per,AccountsReceivableDuefromRelatedPartiesNet,AccountsReceivableDuefromRelatedPartiesNet_per,AccountsReceivableNet,AccountsReceivableNet_per,BillsReceivableNet,BillsReceivableNet_per,BondsPayable,BondsPayable_per,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplusAdditionalPaidInCapital,CapitalSurplusAdditionalPaidInCapital_per,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod_per,CapitalSurplusDonatedAssetsReceived,CapitalSurplusDonatedAssetsReceived_per,CapitalSurplusNetAssetsFromMerger,CapitalSurplusNetAssetsFromMerger_per,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,ConstructionContractReceivable,ConstructionContractReceivable_per,CurrentAssets,CurrentAssets_per,CurrentContractLiabilities,CurrentContractLiabilities_per,CurrentDerivativeFinancialLiabilitiesForHedging,CurrentDerivativeFinancialLiabilitiesForHedging_per,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss_per,CurrentIncomeTaxAssets,CurrentIncomeTaxAssets_per,CurrentLiabilities,CurrentLiabilities_per,CurrentProvisions,CurrentProvisions_per,CurrentTaxLiabilities,CurrentTaxLiabilities_per,DeferredTaxAssets,DeferredTaxAssets_per,Equity,EquityAttributableToOwnersOfParent,EquityAttributableToOwnersOfParent_per,Equity_per,FinancialAssetsAtAmortizedCost,FinancialAssetsAtAmortizedCostNonCurrent,FinancialAssetsAtAmortizedCostNonCurrent_per,FinancialAssetsAtAmortizedCost_per,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncome,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncomeNonCurrent,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncomeNonCurrent_per,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncome_per,HedgingAinancialAssets,HedgingAinancialAssetsNonCurrent,HedgingAinancialAssetsNonCurrent_per,HedgingAinancialAssets_per,IntangibleAssets,IntangibleAssets_per,Inventories,Inventories_per,InvestmentAccountedForUsingEquityMethod,InvestmentAccountedForUsingEquityMethod_per,LegalReserve,LegalReserve_per,Liabilities,Liabilities_per,LongtermBorrowings,LongtermBorrowings_per,NonCurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,NonCurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,NoncontrollingInterests,NoncontrollingInterests_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,OrdinaryShare,OrdinaryShare_per,OtherCurrentAssets,OtherCurrentAssets_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,OtherNoncurrentAssets,OtherNoncurrentAssets_per,OtherNoncurrentLiabilities,OtherNoncurrentLiabilities_per,OtherPayables,OtherPayables_per,OtherReceivable,OtherReceivable_per,OtherReceivablesDueFromRelatedParties,OtherReceivablesDueFromRelatedParties_per,Prepayments,Prepayments_per,PropertyPlantAndEquipment,PropertyPlantAndEquipment_per,RetainedEarnings,RetainedEarnings_per,RightOfUseAsset,RightOfUseAsset_per,ShorttermBorrowings,ShorttermBorrowings_per,TotalAssets,TotalAssets_per,TotalLiabilitiesEquity,TotalLiabilitiesEquity_per,UnappropriatedRetainedEarningsAaccumulatedDeficit,UnappropriatedRetainedEarningsAaccumulatedDeficit_per
2023-09-30,1419,124728000.0,14658000.0,0.08,0.71,42892000.0,0.25,361359000.0,2.07,4655000.0,0.03,,,3000413000.0,17.16,11215000.0,,,,,,,,,0.06,1334217000.0,7.63,,,4572894000.0,26.15,23514000.0,0.13,,,549749000.0,3.14,,,0.0,0.0,3727944000.0,21.32,,,111872000.0,0.64,33867000.0,0.19,12444174000.0,12444174000.0,71.16,71.16,0.0,700000.0,0.0,0.0,1041009000.0,5504946000.0,31.48,5.95,,,,,3581000.0,0.02,1133815000.0,6.48,1314753000.0,7.52,748625000.0,4.28,5043745000.0,28.84,330609000.0,1.89,,,,,12915025000.0,73.85,1315801000.0,7.52,803829.0,3000413000.0,17.16,2975000.0,0.02,4627000.0,0.03,4927087000.0,28.17,41524000.0,0.24,106139000.0,0.61,209493000.0,1.2,11966000.0,0.07,12350000.0,0.07,77898000.0,0.45,348436000.0,1.99,4518633000.0,25.84,149291000.0,0.85,2906000000.0,16.62,17487919000.0,100.0,17487919000.0,100.0,2763460000.0,15.8
2023-12-31,1419,125717000.0,10339000.0,0.06,0.68,67074000.0,0.36,360350000.0,1.94,11024000.0,0.06,,,3000413000.0,16.18,13385000.0,,,,,,,,,0.07,1610707000.0,8.69,,,4678182000.0,25.23,22346000.0,0.12,,,451193000.0,2.43,,,2100000.0,0.01,3882051000.0,20.93,,,131975000.0,0.71,36755000.0,0.2,13147061000.0,13147061000.0,70.9,70.9,0.0,12700000.0,0.07,0.0,1054662000.0,6141485000.0,33.12,5.69,,,,,4958000.0,0.03,1007469000.0,5.43,1384974000.0,7.47,748625000.0,4.04,5397116000.0,29.1,402780000.0,2.17,,,,,13865995000.0,74.77,1515065000.0,8.17,803829.0,3000413000.0,16.18,3011000.0,0.02,3881000.0,0.02,5527263000.0,29.81,192083000.0,1.04,242806000.0,1.31,185964000.0,1.0,15168000.0,0.08,0.0,0.0,95417000.0,0.51,353929000.0,1.91,4619174000.0,24.91,153864000.0,0.83,3046000000.0,16.43,18544177000.0,100.0,18544177000.0,100.0,2864193000.0,15.45
2024-03-31,1419,182181000.0,22496000.0,0.12,0.96,62701000.0,0.33,361007000.0,1.89,4645000.0,0.02,,,3000413000.0,15.75,13385000.0,,,,,,,,,0.07,1094888000.0,5.75,,,4195691000.0,22.02,26304000.0,0.14,,,482795000.0,2.53,,,2100000.0,0.01,3695485000.0,19.39,,,151397000.0,0.79,39081000.0,0.21,13770275000.0,13770275000.0,72.26,72.26,0.0,12700000.0,0.07,0.0,1053091000.0,7057180000.0,37.03,5.53,,,,,5512000.0,0.03,985276000.0,5.17,1372360000.0,7.2,748625000.0,3.93,5285360000.0,27.74,460721000.0,2.42,,,,,14859944000.0,77.98,1589875000.0,8.34,803829.0,3000413000.0,15.75,3346000.0,0.02,6383000.0,0.03,6420801000.0,33.7,202665000.0,1.06,249824000.0,1.31,511283000.0,2.68,12732000.0,0.07,4000.0,0.0,133100000.0,0.7,341482000.0,1.79,4348850000.0,22.82,157576000.0,0.83,2226000000.0,11.68,19055635000.0,100.0,19055635000.0,100.0,2593869000.0,13.61
2024-06-30,1419,202971000.0,19098000.0,0.09,1.0,60512000.0,0.3,356790000.0,1.76,4579000.0,0.02,,,3000413000.0,14.81,13382000.0,,,,,,,,,0.07,1040748000.0,5.14,,,4656808000.0,22.98,19861000.0,0.1,,,531622000.0,2.62,,,2129000.0,0.01,3863740000.0,19.07,,,57667000.0,0.28,44010000.0,0.22,14721073000.0,14721073000.0,72.65,72.65,0.0,12700000.0,0.06,0.0,1126801000.0,7683586000.0,37.92,5.56,,,,,15486000.0,0.08,1160693000.0,5.73,1427841000.0,7.05,822889000.0,4.06,5541576000.0,27.35,551420000.0,2.72,,,,,15605841000.0,77.02,1677836000.0,8.28,803829.0,3000413000.0,14.81,3094000.0,0.02,6705000.0,0.03,7158156000.0,35.33,214739000.0,1.06,254767000.0,1.26,557958000.0,2.75,15896000.0,0.08,257182000.0,1.27,96754000.0,0.48,335707000.0,1.66,4562296000.0,22.52,150104000.0,0.74,2716000000.0,13.4,20262649000.0,100.0,20262649000.0,100.0,2733051000.0,13.49
2024-09-30,1419,201707000.0,13219000.0,0.07,1.0,61703000.0,0.3,480022000.0,2.37,5825000.0,0.03,,,3000413000.0,14.8,14849000.0,,,,,,,,,0.07,839206000.0,4.14,,,4404950000.0,21.73,21970000.0,0.11,,,479971000.0,2.37,,,2552000.0,0.01,3482436000.0,17.18,,,50801000.0,0.25,44720000.0,0.22,14780176000.0,14780176000.0,72.92,72.92,,12700000.0,0.06,,1121187000.0,7515416000.0,37.08,5.53,,,,,13010000.0,0.06,1189577000.0,5.87,1419267000.0,7.0,822889000.0,4.06,5489658000.0,27.08,841178000.0,4.15,,,,,15864884000.0,78.27,2007222000.0,9.9,803829.0,3000413000.0,14.8,14000.0,0.0,9299000.0,0.05,6976164000.0,34.42,609711000.0,3.01,308192000.0,1.52,179568000.0,0.89,80933000.0,0.4,0.0,0.0,143950000.0,0.71,336714000.0,1.66,4801924000.0,23.69,144370000.0,0.71,2714000000.0,13.39,20269834000.0,100.0,20269834000.0,100.0,2972679000.0,14.67
2024-12-31,1419,205187000.0,10888000.0,0.05,0.95,75179000.0,0.35,512288000.0,2.38,6292000.0,0.03,,,3000413000.0,13.94,14849000.0,,,,,,,,,0.07,859291000.0,3.99,,,4501525000.0,20.91,31102000.0,0.14,,,527450000.0,2.45,,,2560000.0,0.01,3515897000.0,16.33,,,75261000.0,0.35,47928000.0,0.22,15501650000.0,15501650000.0,72.0,72.0,100000000.0,12700000.0,0.06,0.46,1027659000.0,8043758000.0,37.36,4.77,,,,,7510000.0,0.03,1144322000.0,5.32,1453264000.0,6.75,822889000.0,3.82,6027576000.0,28.0,1330905000.0,6.18,,,,,17027701000.0,79.09,2511679000.0,11.67,803829.0,3000413000.0,13.94,2491000.0,0.01,25166000.0,0.12,7368841000.0,34.23,315390000.0,1.46,324463000.0,1.51,237383000.0,1.1,80826000.0,0.38,0.0,0.0,163159000.0,0.76,354644000.0,1.65,5130721000.0,23.83,130780000.0,0.61,2677000000.0,12.43,21529226000.0,100.0,21529226000.0,100.0,3301476000.0,15.33
2025-03-31,1419,201696000.0,11120000.0,0.05,0.91,49556000.0,0.22,431948000.0,1.95,3113000.0,0.01,,,3000413000.0,13.55,14849000.0,,,,,,,,,0.07,861061000.0,3.89,,,5312054000.0,23.99,26994000.0,0.12,,,610827000.0,2.76,,,2560000.0,0.01,4247892000.0,19.19,,,119845000.0,0.54,52328000.0,0.24,15329593000.0,15329593000.0,69.24,69.24,0.0,12700000.0,0.06,0.0,963503000.0,8299747000.0,37.49,4.35,,,,,39640000.0,0.18,1139708000.0,5.15,1668963000.0,7.54,822889000.0,3.72,6810415000.0,30.76,1459501000.0,6.59,,,,,16827954000.0,76.01,2562523000.0,11.57,803829.0,3000413000.0,13.55,192000.0,0.0,30447000.0,0.14,7548145000.0,34.09,375127000.0,1.69,254957000.0,1.15,737117000.0,3.33,77734000.0,0.35,0.0,0.0,156782000.0,0.71,454756000.0,2.05,4779360000.0,21.59,118533000.0,0.54,2950000000.0,13.32,22140008000.0,100.0,22140008000.0,100.0,2950115000.0,13.32
2025-06-30,1419,230625000.0,8892000.0,0.04,1.02,50360000.0,0.22,364157000.0,1.61,3155000.0,0.01,,,3000413000.0,13.25,67900000.0,,,,,,,,,0.3,878463000.0,3.88,,,5777796000.0,25.52,37564000.0,0.17,,,575361000.0,2.54,,,465000.0,0.0,4922953000.0,21.74,,,49876000.0,0.22,64659000.0,0.29,15072681000.0,15072681000.0,66.57,66.57,60000000.0,12700000.0,0.06,0.26,865890000.0,7597444000.0,33.55,3.82,,,,,37149000.0,0.16,1217649000.0,5.38,2556299000.0,11.29,910048000.0,4.02,7570082000.0,33.43,1576094000.0,6.96,,,,,16864967000.0,74.48,2647129000.0,11.69,803829.0,3000413000.0,13.25,458000.0,0.0,53440000.0,0.24,6913380000.0,30.53,340371000.0,1.5,251781000.0,1.11,724128000.0,3.2,72373000.0,0.32,368565000.0,1.63,130594000.0,0.58,605889000.0,2.68,5104162000.0,22.54,107213000.0,0.47,3640000000.0,16.08,22642763000.0,100.0,22642763000.0,100.0,3187758000.0,14.08
2023-09-30,1504,8794723000.0,35842000.0,0.03,6.94,364520000.0,0.29,10220311000.0,8.07,871356000.0,0.69,5000000000.0,3.95,21387966000.0,16.88,9629348000.0,9003384000.0,7.11,443968000.0,0.35,,,139800000.0,0.11,7.6,22931495000.0,18.1,,,53561855000.0,42.27,1812624000.0,1.43,0.0,0.0,29817000.0,0.02,95000.0,0.0,,,21846874000.0,17.24,442390000.0,0.35,684508000.0,0.54,1064225000.0,0.84,85221347000.0,78951568000.0,62.31,67.26,,69919000.0,0.06,,324953000.0,29724104000.0,23.46,0.26,,,,,4819120000.0,3.8,12443736000.0,9.82,3949950000.0,3.12,8237099000.0,6.5,41482160000.0,32.74,5631306000.0,4.44,3515828000.0,2.77,6269779000.0,4.95,73141652000.0,57.73,19635286000.0,15.5,29513022.0,21387966000.0,16.88,631662000.0,0.5,1153656000.0,0.91,15227602000.0,12.02,540527000.0,0.43,1965487000.0,1.55,6367368000.0,5.03,337666000.0,0.27,90802000.0,0.07,661379000.0,0.52,20068128000.0,15.84,33218362000.0,26.22,6464615000.0,5.1,1594834000.0,1.26,126703507000.0,100.0,126703507000.0,100.0,21340484000.0,16.84
2023-12-31,1504,8663722000.0,38189000.0,0.03,6.81,194077000.0,0.15,10488483000.0,8.24,868642000.0,0.68,5000000000.0,3.93,21387966000.0,16.8,9629730000.0,9003384000.0,7.07,444350000.0,0.35,,,139800000.0,0.11,7.56,23640536000.0,18.57,,,52480611000.0,41.22,2305861000.0,1.81,5025000.0,0.0,27314000.0,0.02,5850000.0,0.0,,,22540213000.0,17.7,435516000.0,0.34,936600000.0,0.74,1346615000.0,1.06,86442780000.0,80148590000.0,62.95,67.9,,15557000.0,0.01,,333178000.0,30577940000.0,24.02,0.26,0.0,,,0.0,4832979000.0,3.8,11631793000.0,9.14,3468923000.0,2.72,8237099000.0,6.47,40871010000.0,32.1,3065622000.0,2.41,3541679000.0,2.78,6294190000.0,4.94,74833179000.0,58.78,18330797000.0,14.4,29513022.0,21387966000.0,16.8,437596000.0,0.34,1313327000.0,1.03,15364660000.0,12.07,500588000.0,0.39,1975581000.0,1.55,6399778000.0,5.03,351635000.0,0.28,73276000.0,0.06,575230000.0,0.45,20290504000.0,15.94,34277944000.0,26.92,7473207000.0,5.87,1357111000.0,1.07,127313790000.0,100.0,127313790000.0,100.0,22400066000.0,17.59
2024-03-31,1504,8389736000.0,29680000.0,0.02,6.63,193545000.0,0.15,10970744000.0,8.67,781031000.0,0.62,5000000000.0,3.95,21387966000.0,16.91,9682864000.0,9003384000.0,7.12,497484000.0,0.39,,,139800000.0,0.11,7.66,25132695000.0,19.87,,,54501703000.0,43.1,2205554000.0,1.74,0.0,0.0,27298000.0,0.02,310000.0,0.0,,,27332556000.0,21.61,429111000.0,0.34,1181121000.0,0.93,1242741000.0,0.98,80794722000.0,74354341000.0,58.79,63.89,,95917000.0,0.08,,344570000.0,27566379000.0,21.8,0.27,3992000.0,,,0.0,4891453000.0,3.87,11671382000.0,9.23,3546992000.0,2.8,8237099000.0,6.51,45672684000.0,36.11,3014114000.0,2.38,3478650000.0,2.75,6440381000.0,5.09,71965703000.0,56.9,18340128000.0,14.5,29513022.0,21387966000.0,16.91,451544000.0,0.36,2061941000.0,1.63,13067011000.0,10.33,446892000.0,0.35,1958621000.0,1.55,10757014000.0,8.51,363782000.0,0.29,29700000.0,0.02,806387000.0,0.64,19881619000.0,15.72,30728210000.0,24.3,7519656000.0,5.95,1202704000.0,0.95,126467406000.0,100.0,126467406000.0,100.0,18850332000.0,14.91
2024-06-30,1504,8969204000.0,41380000.0,0.03,7.02,241824000.0,0.19,10600413000.0,8.3,814315000.0,0.64,2000000000.0,1.57,21387966000.0,16.74,9711636000.0,9003384000.0,7.05,526256000.0,0.41,,,139800000.0,0.11,7.6,24996793000.0,19.56,,,55215644000.0,43.22,1739170000.0,1.36,661000.0,0.0,25630000.0,0.02,2240000.0,0.0,,,30280369000.0,23.7,457761000.0,0.36,866364000.0,0.68,1204968000.0,0.94,83254031000.0,77089391000.0,60.34,65.16,,109973000.0,0.09,,359874000.0,28342779000.0,22.18,0.28,0.0,,,0.0,4927283000.0,3.86,11679187000.0,9.14,3539116000.0,2.77,8863669000.0,6.94,44513321000.0,34.84,2317179000.0,1.81,3324003000.0,2.6,6164640000.0,4.82,72551708000.0,56.78,14232952000.0,11.14,29513022.0,21387966000.0,16.74,411962000.0,0.32,5160885000.0,4.04,14294037000.0,11.19,457770000.0,0.36,1896698000.0,1.48,10882958000.0,8.52,703508000.0,0.55,35577000.0,0.03,968954000.0,0.76,19788332000.0,15.49,32207462000.0,25.21,7579521000.0,5.93,1022211000.0,0.8,127767352000.0,100.0,127767352000.0,100.0,19703014000.0,15.42
2024-09-30,1504,8747046000.0,41247000.0,0.03,6.9,174087000.0,0.14,9300400000.0,7.33,732569000.0,0.58,0.0,0.0,21387966000.0,16.86,9609734000.0,9003384000.0,7.1,424354000.0,0.33,,,139800000.0,0.11,7.58,24589363000.0,19.38,,,53923451000.0,42.51,1884715000.0,1.49,4523000.0,0.0,23371000.0,0.02,4694000.0,0.0,,,28148422000.0,22.19,415407000.0,0.33,504962000.0,0.4,1162728000.0,0.92,85095671000.0,78973785000.0,62.25,67.08,,105981000.0,0.08,,302042000.0,28551172000.0,22.51,0.24,,,,,5029317000.0,3.96,12275817000.0,9.68,3539070000.0,2.79,8863669000.0,6.99,41761646000.0,32.92,4024874000.0,3.17,3239681000.0,2.55,6121886000.0,4.83,72933866000.0,57.49,13613224000.0,10.73,29513022.0,21387966000.0,16.86,448559000.0,0.35,7128708000.0,5.62,14490599000.0,11.42,506995000.0,0.4,1552929000.0,1.22,6031397000.0,4.75,421290000.0,0.33,21508000.0,0.02,960722000.0,0.76,20024741000.0,15.79,33997196000.0,26.8,7507745000.0,5.92,2268583000.0,1.79,126857317000.0,100.0,126857317000.0,100.0,21492748000.0,16.94
2024-12-31,1504,9479935000.0,56107000.0,0.05,7.63,203543000.0,0.16,9343241000.0,7.52,715559000.0,0.58,0.0,0.0,21387966000.0,17.21,9616391000.0,9003384000.0,7.24,431011000.0,0.35,,,139800000.0,0.11,7.74,26055287000.0,20.96,,,57266092000.0,46.07,2075068000.0,1.67,0.0,0.0,24058000.0,0.02,1305000.0,0.0,,,28496405000.0,22.92,410738000.0,0.33,679980000.0,0.55,1228081000.0,0.99,81673053000.0,75482209000.0,60.72,65.7,,109788000.0,0.09,,302648000.0,22721250000.0,18.28,0.24,5887000.0,,,0.0,4874016000.0,3.92,13482866000.0,10.85,3560452000.0,2.86,8863669000.0,7.13,42637064000.0,34.3,4534475000.0,3.65,2998980000.0,2.41,6190844000.0,4.98,67044025000.0,53.93,14140659000.0,11.38,29513022.0,21387966000.0,17.21,493129000.0,0.4,7221863000.0,5.81,9396006000.0,7.56,554155000.0,0.45,1548571000.0,1.25,6148768000.0,4.95,370450000.0,0.3,76774000.0,0.06,890288000.0,0.72,20312637000.0,16.34,35593556000.0,28.63,7498397000.0,6.03,1137121000.0,0.91,124310117000.0,100.0,124310117000.0,100.0,23089108000.0,18.57
2025-03-31,1504,9664409000.0,56166000.0,0.04,7.55,215929000.0,0.17,9454041000.0,7.38,706649000.0,0.55,0.0,0.0,21387966000.0,16.7,9673749000.0,9003384000.0,7.03,488369000.0,0.38,,,139800000.0,0.11,7.55,27267580000.0,21.29,,,59922347000.0,46.78,2140496000.0,1.67,,,25001000.0,0.02,1410000.0,0.0,,,33020480000.0,25.78,407027000.0,0.32,847730000.0,0.66,1277487000.0,1.0,78744933000.0,72403091000.0,56.53,61.48,,167932000.0,0.13,,282267000.0,22624212000.0,17.66,0.22,0.0,,,0.0,5873232000.0,4.59,14747603000.0,11.51,3601919000.0,2.81,8863669000.0,6.92,49340179000.0,38.52,6528770000.0,5.1,2945231000.0,2.3,6341842000.0,4.95,68162765000.0,53.22,16319699000.0,12.74,31663022.0,21387966000.0,16.7,553697000.0,0.43,6277369000.0,4.9,10075062000.0,7.87,367346000.0,0.29,1546131000.0,1.21,11078630000.0,8.65,385443000.0,0.3,68671000.0,0.05,1009019000.0,0.79,20678507000.0,16.14,31886381000.0,24.89,7438431000.0,5.81,1237636000.0,0.97,128085112000.0,100.0,128085112000.0,100.0,19381933000.0,15.13
2025-06-30,1504,9466048000.0,47529000.0,0.04,7.71,218632000.0,0.18,10007769000.0,8.15,682740000.0,0.56,0.0,0.0,21387966000.0,17.42,9672510000.0,9003384000.0,7.33,487130000.0,0.4,,,139800000.0,0.11,7.88,24277666000.0,19.77,,,57357042000.0,46.71,2514063000.0,2.05,0.0,0.0,27194000.0,0.02,615000.0,0.0,,,32461233000.0,26.43,384357000.0,0.31,170417000.0,0.14,1711525000.0,1.39,75015901000.0,68889550000.0,56.1,61.09,,118086000.0,0.1,,269489000.0,21023053000.0,17.12,0.22,0.0,,,0.0,5735112000.0,4.67,13691300000.0,11.15,3479978000.0,2.83,9465766000.0,7.71,47780709000.0,38.91,5541262000.0,4.51,2580564000.0,2.1,6126351000.0,4.99,65439568000.0,53.29,15319476000.0,12.48,34513022.0,21387966000.0,17.42,509919000.0,0.42,3326763000.0,2.71,5243966000.0,4.27,323055000.0,0.26,1512180000.0,1.23,11172463000.0,9.1,999739000.0,0.81,23197000.0,0.02,936858000.0,0.76,20338437000.0,16.56,33345830000.0,27.16,7034397000.0,5.73,1149891000.0,0.94,122796610000.0,100.0,122796610000.0,100.0,20239285000.0,16.48
2023-09-30,1560,444978000.0,,,4.49,70377000.0,0.71,969947000.0,9.79,59845000.0,0.6,0.0,0.0,1446923000.0,14.6,1375558000.0,261886000.0,2.64,28663000.0,0.29,,,1007999000.0,10.17,13.88,1272505000.0,12.84,,,4344000000.0,43.84,,,,,,,0.0,0.0,,,2541396000.0,25.65,,,81246000.0,0.82,34466000.0,0.35,6214151000.0,5917464000.0,59.72,62.72,0.0,,,0.0,,476539000.0,4.81,,,,,,7388000.0,0.07,1936403000.0,19.54,45562000.0,0.46,1065919000.0,10.76,3693734000.0,37.28,1000000000.0,10.09,121736000.0,1.23,296687000.0,2.99,5563885000.0,56.16,1152338000.0,11.63,0.0,1446923000.0,14.6,2539000.0,0.03,39335000.0,0.4,-70049000.0,-0.71,160834000.0,1.62,53754000.0,0.54,654675000.0,6.61,6714000.0,0.07,,,25670000.0,0.26,4309354000.0,43.49,3165032000.0,31.94,47805000.0,0.48,1312000000.0,13.24,9907885000.0,100.0,9907885000.0,100.0,2084664000.0,21.04
2023-12-31,1560,404227000.0,,,4.1,68954000.0,0.7,929922000.0,9.43,78979000.0,0.8,0.0,0.0,1449435000.0,14.7,1399657000.0,277560000.0,2.81,28795000.0,0.29,,,1007999000.0,10.22,14.19,992118000.0,10.06,,,4042103000.0,40.98,,,,,0.0,0.0,0.0,0.0,,,2250720000.0,22.82,,,137196000.0,1.39,38925000.0,0.39,6472415000.0,6168368000.0,62.54,65.62,3000000.0,,,0.03,,533634000.0,5.41,,,,,,7388000.0,0.07,1922336000.0,19.49,43437000.0,0.44,1065919000.0,10.81,3390538000.0,34.38,1014000000.0,10.28,128820000.0,1.31,304047000.0,3.08,5820850000.0,59.02,1139818000.0,11.56,0.0,1449435000.0,14.7,4901000.0,0.05,26495000.0,0.27,-14983000.0,-0.15,426477000.0,4.32,37983000.0,0.39,720000000.0,7.3,8926000.0,0.09,,,32967000.0,0.33,4239246000.0,42.98,3334259000.0,33.81,44520000.0,0.45,955000000.0,9.68,9862953000.0,100.0,9862953000.0,100.0,2253891000.0,22.85
2024-03-31,1560,439462000.0,,,4.14,63350000.0,0.6,931596000.0,8.78,77151000.0,0.73,0.0,0.0,1450805000.0,13.67,1200630000.0,68597000.0,0.65,28876000.0,0.27,,,1007999000.0,9.5,11.32,1696755000.0,15.99,,,4837125000.0,45.59,,,,,,,0.0,0.0,,,3079519000.0,29.03,,,173961000.0,1.64,35935000.0,0.34,6163484000.0,5852825000.0,55.17,58.09,3000000.0,,,0.03,,544986000.0,5.14,,,,,,7388000.0,0.07,1999585000.0,18.85,41077000.0,0.39,1065919000.0,10.05,4446149000.0,41.91,1234500000.0,11.64,163674000.0,1.54,310659000.0,2.93,5772508000.0,54.41,1366630000.0,12.88,0.0,1450805000.0,13.67,3724000.0,0.04,26448000.0,0.25,-27008000.0,-0.25,450954000.0,4.25,34284000.0,0.32,1231991000.0,11.61,8860000.0,0.08,,,53104000.0,0.5,4184689000.0,39.44,3228398000.0,30.43,42473000.0,0.4,1200000000.0,11.31,10609633000.0,100.0,10609633000.0,100.0,2148030000.0,20.25
2024-06-30,1560,525872000.0,,,4.43,70190000.0,0.59,1062758000.0,8.96,56926000.0,0.48,899884000.0,7.58,1451480000.0,12.23,1488031000.0,,,,,,,,,12.54,2851950000.0,24.04,,,6181273000.0,52.1,,,,,6223000.0,0.05,2600000.0,0.02,,,3087522000.0,26.02,,,156005000.0,1.31,38238000.0,0.32,6702154000.0,6384563000.0,53.81,56.49,3000000.0,,,0.03,,540273000.0,4.55,,,,,,8115000.0,0.07,2065975000.0,17.41,38510000.0,0.32,1152058000.0,9.71,5162485000.0,43.51,1043500000.0,8.8,160611000.0,1.35,317591000.0,2.68,5683366000.0,47.9,2074963000.0,17.49,0.0,1451480000.0,12.23,3072000.0,0.03,26751000.0,0.23,-37015000.0,-0.31,137101000.0,1.16,30406000.0,0.26,1310331000.0,11.04,29293000.0,0.25,,,31886000.0,0.27,4419053000.0,37.25,3482067000.0,29.35,42457000.0,0.36,1058000000.0,8.92,11864639000.0,100.0,11864639000.0,100.0,2315026000.0,19.51
2024-09-30,1560,367083000.0,,,3.46,70091000.0,0.66,1115792000.0,10.52,53040000.0,0.5,904191000.0,8.52,1458061000.0,13.75,1590108000.0,,,,,,,,,14.99,1654026000.0,15.59,,,4940599000.0,46.58,,,,,,,1599000.0,0.02,,,1292005000.0,12.18,,,91732000.0,0.86,36095000.0,0.34,7189903000.0,6837316000.0,64.46,67.78,3000000.0,,,0.03,,555568000.0,5.24,,,,,,8115000.0,0.08,2011028000.0,18.96,35908000.0,0.34,1152058000.0,10.86,3417043000.0,32.22,1093500000.0,10.31,175959000.0,1.66,352587000.0,3.32,5666347000.0,53.42,2125038000.0,20.03,0.0,1458061000.0,13.75,3312000.0,0.03,23737000.0,0.22,21731000.0,0.2,162185000.0,1.53,33424000.0,0.32,642097000.0,6.05,5921000.0,0.06,,,24389000.0,0.23,4346613000.0,40.98,3767416000.0,35.52,40379000.0,0.38,158000000.0,1.49,10606946000.0,100.0,10606946000.0,100.0,2600375000.0,24.52
2024-12-31,1560,416871000.0,,,3.77,62502000.0,0.57,1037749000.0,9.39,48609000.0,0.44,908972000.0,8.23,1459504000.0,13.21,1636863000.0,,,,,,,,,14.81,2000757000.0,18.1,,,5236594000.0,47.39,,,,,0.0,0.0,3298000.0,0.03,,,1474912000.0,13.35,,,150095000.0,1.36,36662000.0,0.33,7426315000.0,7134046000.0,64.56,67.2,0.0,,,0.0,,609773000.0,5.52,,,,,,,,2048696000.0,18.54,19082000.0,0.17,1152058000.0,10.43,3624548000.0,32.8,1078219000.0,9.76,192471000.0,1.74,292269000.0,2.64,5814269000.0,52.61,2149636000.0,19.45,0.0,1459504000.0,13.21,8064000.0,0.07,44883000.0,0.41,-15582000.0,-0.14,364729000.0,3.3,60402000.0,0.55,791725000.0,7.16,9360000.0,0.08,,,20857000.0,0.19,4248650000.0,38.45,4053261000.0,36.68,38975000.0,0.35,60500000.0,0.55,11050863000.0,100.0,11050863000.0,100.0,2886220000.0,26.12
