date,stock_id,country,revenue,revenue_month,revenue_year,ym,revenue_mom,revenue_yoy
2023-08-01,1313,Taiwan,6142965000,7,2023,2023-07,,
2023-09-01,1313,Taiwan,6494950000,8,2023,2023-08,0.05729887765924113,
2023-10-01,1313,Taiwan,7063372000,9,2023,2023-09,0.0875175328524469,
2023-11-01,1313,Taiwan,6323633000,10,2023,2023-10,-0.10472887453754387,
2023-12-01,1313,Taiwan,6642500000,11,2023,2023-11,0.05042465304359056,
2024-01-01,1313,Taiwan,6670416000,12,2023,2023-12,0.0042026345502446105,
2024-02-01,1313,Taiwan,7030314000,1,2024,2024-01,0.05395435607014609,
2024-03-01,1313,Taiwan,3405651000,2,2024,2024-02,-0.5155762601784216,
2024-04-01,1313,Taiwan,7295577000,3,2024,2024-03,1.1421974829481942,
2024-05-01,1313,Taiwan,6988675000,4,2024,2024-04,-0.04206685776875496,
2024-06-01,1313,Taiwan,6951456000,5,2024,2024-05,-0.005325616086024887,
2024-07-01,1313,Taiwan,6019167000,6,2024,2024-06,-0.13411420571460142,
2024-08-01,1313,Taiwan,6062896000,7,2024,2024-07,0.007264958755920814,-0.013034259514745683
2024-09-01,1313,Taiwan,5639666000,8,2024,2024-08,-0.06980657428397252,-0.13168446254397648
2024-10-01,1313,Taiwan,5094421000,9,2024,2024-09,-0.09668037078791547,-0.2787551045024954
2024-11-01,1313,Taiwan,5332007000,10,2024,2024-10,0.0466365068768364,-0.15681270560767835
2024-12-01,1313,Taiwan,6239419000,11,2024,2024-11,0.17018207215406878,-0.06068212269476858
2025-01-01,1313,Taiwan,6438589000,12,2024,2024-12,0.03192124138481489,-0.03475450406691272
2025-02-01,1313,Taiwan,4384870000,1,2025,2025-01,-0.31897035204452406,-0.3762910163045349
2025-03-01,1313,Taiwan,4286677000,2,2025,2025-02,-0.022393594336890255,0.25869532726635813
2025-04-01,1313,Taiwan,5864531000,3,2025,2025-03,0.3680832495660391,-0.196152545576587
2025-05-01,1313,Taiwan,5570919000,4,2025,2025-04,-0.050065725630915714,-0.20286477765813982
2025-06-01,1313,Taiwan,5129412000,5,2025,2025-05,-0.07925209467235117,-0.26210969327864553
2025-07-01,1313,Taiwan,5143161000,6,2025,2025-06,0.0026804241889712976,-0.14553608497654247
2025-08-01,1313,Taiwan,5132015000,7,2025,2025-07,-0.0021671497353475955,-0.15353735244675148
2025-09-01,1313,Taiwan,4946044000,8,2025,2025-08,-0.036237423312285744,-0.12298990755835537
2023-08-01,1316,Taiwan,53619000,7,2023,2023-07,,
2023-09-01,1316,Taiwan,49555000,8,2023,2023-08,-0.07579402823625958,
2023-10-01,1316,Taiwan,77620000,9,2023,2023-09,0.5663404298254464,
2023-11-01,1316,Taiwan,37856000,10,2023,2023-10,-0.5122906467405308,
2023-12-01,1316,Taiwan,97947000,11,2023,2023-11,1.5873573541842774,
2024-01-01,1316,Taiwan,54149000,12,2023,2023-12,-0.44716019888306946,
2024-02-01,1316,Taiwan,79217000,1,2024,2024-01,0.4629448373931191,
2024-03-01,1316,Taiwan,55282000,2,2024,2024-02,-0.3021447416589873,
2024-04-01,1316,Taiwan,93202000,3,2024,2024-03,0.6859375565283456,
2024-05-01,1316,Taiwan,118756000,4,2024,2024-04,0.2741786656938692,
2024-06-01,1316,Taiwan,100782000,5,2024,2024-05,-0.15135235272323078,
2024-07-01,1316,Taiwan,156868000,6,2024,2024-06,0.5565081066063384,
2024-08-01,1316,Taiwan,124744000,7,2024,2024-07,-0.20478363974806846,1.3264887446614075
2024-09-01,1316,Taiwan,84224000,8,2024,2024-08,-0.3248252420958122,0.6996064978306931
2024-10-01,1316,Taiwan,154633000,9,2024,2024-09,0.8359731193009119,0.992179850553981
2024-11-01,1316,Taiwan,163565000,10,2024,2024-10,0.05776257331876122,3.320715342349958
2024-12-01,1316,Taiwan,165388000,11,2024,2024-11,0.01114541619539633,0.6885458462229572
2025-01-01,1316,Taiwan,204716000,12,2024,2024-12,0.2377923428543789,2.7806053666734383
2025-02-01,1316,Taiwan,215458000,1,2025,2025-01,0.05247269387834863,1.719845487710971
2025-03-01,1316,Taiwan,249447000,2,2025,2025-02,0.15775232295853492,3.512264389855649
2025-04-01,1316,Taiwan,310506000,3,2025,2025-03,0.24477744771434407,2.3315379498294027
2025-05-01,1316,Taiwan,317381000,4,2025,2025-04,0.022141279073512266,1.6725470713058708
2025-06-01,1316,Taiwan,284794000,5,2025,2025-05,-0.10267470327461314,1.825841916215197
2025-07-01,1316,Taiwan,335525000,6,2025,2025-06,0.1781322640224161,1.1389002218425683
2025-08-01,1316,Taiwan,344236000,7,2025,2025-07,0.025962297891364283,1.759539536971718
2025-09-01,1316,Taiwan,357553000,8,2025,2025-08,0.038685669133966316,3.245262632978723
2023-08-01,1414,Taiwan,44586000,7,2023,2023-07,,
2023-09-01,1414,Taiwan,51833000,8,2023,2023-08,0.16253981070291124,
2023-10-01,1414,Taiwan,48748000,9,2023,2023-09,-0.059518067640306316,
2023-11-01,1414,Taiwan,46067000,10,2023,2023-10,-0.05499712808730617,
2023-12-01,1414,Taiwan,50856000,11,2023,2023-11,0.10395727961447454,
2024-01-01,1414,Taiwan,47917000,12,2023,2023-12,-0.05779062450841588,
2024-02-01,1414,Taiwan,46819000,1,2024,2024-01,-0.022914623202621165,
2024-03-01,1414,Taiwan,38876000,2,2024,2024-02,-0.16965334586385872,
2024-04-01,1414,Taiwan,54426000,3,2024,2024-03,0.39998971087560453,
2024-05-01,1414,Taiwan,50860000,4,2024,2024-04,-0.06552015580788595,
2024-06-01,1414,Taiwan,51018000,5,2024,2024-05,0.003106567046795128,
2024-07-01,1414,Taiwan,40899000,6,2024,2024-06,-0.1983417617311537,
2024-08-01,1414,Taiwan,45179000,7,2024,2024-07,0.10464803540428869,0.013300139057103033
2024-09-01,1414,Taiwan,39468000,8,2024,2024-08,-0.12640828703601226,-0.23855458877549052
2024-10-01,1414,Taiwan,37721000,9,2024,2024-09,-0.04426370730718554,-0.22620415196520882
2024-11-01,1414,Taiwan,39202000,10,2024,2024-10,0.03926194957715867,-0.14902207654069077
2024-12-01,1414,Taiwan,38259000,11,2024,2024-11,-0.024054895158410305,-0.24769938650306744
2025-01-01,1414,Taiwan,41184000,12,2024,2024-12,0.07645259938837912,-0.1405138051213557
2025-02-01,1414,Taiwan,39790000,1,2025,2025-01,-0.03384809634809638,-0.15013135692774304
2025-03-01,1414,Taiwan,40915000,2,2025,2025-02,0.028273435536567026,0.05244881160613235
2025-04-01,1414,Taiwan,52596000,3,2025,2025-03,0.285494317487474,-0.033623635762319526
2025-05-01,1414,Taiwan,47474000,4,2025,2025-04,-0.09738383147007379,-0.0665749115218246
2025-06-01,1414,Taiwan,41378000,5,2025,2025-05,-0.12840712811222987,-0.18895291857775687
2025-07-01,1414,Taiwan,37627000,6,2025,2025-06,-0.09065203731451499,-0.08000195603804494
2025-08-01,1414,Taiwan,35243000,7,2025,2025-07,-0.06335875833842719,-0.21992518648044446
2025-09-01,1414,Taiwan,33531000,8,2025,2025-08,-0.04857702238742445,-0.1504256612952265
2023-08-01,1419,Taiwan,216163000,7,2023,2023-07,,
2023-09-01,1419,Taiwan,266298000,8,2023,2023-08,0.2319314591303785,
2023-10-01,1419,Taiwan,334093000,9,2023,2023-09,0.2545832112896078,
2023-11-01,1419,Taiwan,327793000,10,2023,2023-10,-0.01885702484038876,
2023-12-01,1419,Taiwan,429749000,11,2023,2023-11,0.3110377585854487,
2024-01-01,1419,Taiwan,296946000,12,2023,2023-12,-0.3090245701560679,
2024-02-01,1419,Taiwan,262255000,1,2024,2024-01,-0.11682595488742065,
2024-03-01,1419,Taiwan,275048000,2,2024,2024-02,0.048780766810928355,
2024-04-01,1419,Taiwan,324322000,3,2024,2024-03,0.17914691253890225,
2024-05-01,1419,Taiwan,300444000,4,2024,2024-04,-0.07362436097458702,
2024-06-01,1419,Taiwan,355089000,5,2024,2024-05,0.18188081639174025,
2024-07-01,1419,Taiwan,232638000,6,2024,2024-06,-0.3448459400319357,
2024-08-01,1419,Taiwan,263356000,7,2024,2024-07,0.13204205675770941,0.21832135934456876
2024-09-01,1419,Taiwan,476876000,8,2024,2024-08,0.8107656556144534,0.7907607267046692
2024-10-01,1419,Taiwan,395516000,9,2024,2024-09,-0.1706103892835873,0.18385000583669808
2024-11-01,1419,Taiwan,374628000,10,2024,2024-10,-0.052812022775311274,0.14287980524294297
2024-12-01,1419,Taiwan,387105000,11,2024,2024-11,0.033305038598289594,-0.09923001566030398
2025-01-01,1419,Taiwan,567211000,12,2024,2024-12,0.4652639464744708,0.910148646555266
2025-02-01,1419,Taiwan,337096000,1,2025,2025-01,-0.40569558770898306,0.2853749213551695
2025-03-01,1419,Taiwan,330627000,2,2025,2025-02,-0.019190379001827407,0.20207018411331834
2025-04-01,1419,Taiwan,396037000,3,2025,2025-03,0.1978362323706171,0.22112283471364869
2025-05-01,1419,Taiwan,287707000,4,2025,2025-04,-0.27353504849294386,-0.042393923659650334
2025-06-01,1419,Taiwan,375079000,5,2025,2025-05,0.3036839562471543,0.056295745573644806
2025-07-01,1419,Taiwan,273993000,6,2025,2025-06,-0.26950589075901343,0.17776545534263533
2025-08-01,1419,Taiwan,328379000,7,2025,2025-07,0.19849412211260864,0.2469015325263142
2025-09-01,1419,Taiwan,481661000,8,2025,2025-08,0.4667838077343558,0.010034054974458861
2023-08-01,1504,Taiwan,4887315000,7,2023,2023-07,,
2023-09-01,1504,Taiwan,4999513000,8,2023,2023-08,0.022956981491882633,
2023-10-01,1504,Taiwan,5300860000,9,2023,2023-09,0.06027527081137696,
2023-11-01,1504,Taiwan,4664515000,10,2023,2023-10,-0.12004561523979129,
2023-12-01,1504,Taiwan,4688624000,11,2023,2023-11,0.005168597378291118,
2024-01-01,1504,Taiwan,5046457000,12,2023,2023-12,0.07631940629063028,
2024-02-01,1504,Taiwan,4907676000,1,2024,2024-01,-0.02750068018017393,
2024-03-01,1504,Taiwan,4170040000,2,2024,2024-02,-0.15030250570738568,
2024-04-01,1504,Taiwan,4652251000,3,2024,2024-03,0.11563702026839073,
2024-05-01,1504,Taiwan,4778624000,4,2024,2024-04,0.027163839612265095,
2024-06-01,1504,Taiwan,4872215000,5,2024,2024-05,0.019585345070045168,
2024-07-01,1504,Taiwan,4847659000,6,2024,2024-06,-0.005040007470934693,
2024-08-01,1504,Taiwan,4681158000,7,2024,2024-07,-0.034346681563203973,-0.0421820570190381
2024-09-01,1504,Taiwan,4454245000,8,2024,2024-08,-0.04847368962978815,-0.10906422285530615
2024-10-01,1504,Taiwan,4368723000,9,2024,2024-09,-0.019200111354449545,-0.17584637209811238
2024-11-01,1504,Taiwan,4243665000,10,2024,2024-10,-0.028625756313687134,-0.09022374244696396
2024-12-01,1504,Taiwan,4599582000,11,2024,2024-11,0.08387019239266058,-0.01899107286060897
2025-01-01,1504,Taiwan,4896550000,12,2024,2024-12,0.06456412778378562,-0.029705395290200665
2025-02-01,1504,Taiwan,4303352000,1,2025,2025-01,-0.12114611307961731,-0.1231385282973041
2025-03-01,1504,Taiwan,4435229000,2,2025,2025-02,0.030645180780005887,0.06359387439928632
2025-04-01,1504,Taiwan,4962534000,3,2025,2025-03,0.1188901407345595,0.06669524064802168
2025-05-01,1504,Taiwan,4955077000,4,2025,2025-04,-0.0015026597298879452,0.03692548315163524
2025-06-01,1504,Taiwan,5142957000,5,2025,2025-05,0.03791666607804478,0.05556856583709879
2025-07-01,1504,Taiwan,5269401000,6,2025,2025-06,0.024585855957963476,0.0869991061665023
2025-08-01,1504,Taiwan,4857940000,7,2025,2025-07,-0.07808496639371343,0.03776458730937948
2025-09-01,1504,Taiwan,4629290000,8,2025,2025-08,-0.047067275429503064,0.03929846696802719
2023-08-01,1560,Taiwan,523288000,7,2023,2023-07,,
2023-09-01,1560,Taiwan,556064000,8,2023,2023-08,0.06263472504624601,
2023-10-01,1560,Taiwan,569539000,9,2023,2023-09,0.024232822121194708,
2023-11-01,1560,Taiwan,553579000,10,2023,2023-10,-0.028022663943996773,
2023-12-01,1560,Taiwan,526952000,11,2023,2023-11,-0.04809972921660688,
2024-01-01,1560,Taiwan,513982000,12,2023,2023-12,-0.02461324750641425,
2024-02-01,1560,Taiwan,545065000,1,2024,2024-01,0.060474880443283974,
2024-03-01,1560,Taiwan,500762000,2,2024,2024-02,-0.08128021428636956,
2024-04-01,1560,Taiwan,549351000,3,2024,2024-03,0.09703012608784212,
2024-05-01,1560,Taiwan,542913000,4,2024,2024-04,-0.011719283299748251,
2024-06-01,1560,Taiwan,613850000,5,2024,2024-05,0.1306599768287,
2024-07-01,1560,Taiwan,574351000,6,2024,2024-06,-0.0643463386820885,
2024-08-01,1560,Taiwan,635210000,7,2024,2024-07,0.10596133723106593,0.2138822216446774
2024-09-01,1560,Taiwan,586261000,8,2024,2024-08,-0.07705955510775964,0.0543049001553777
2024-10-01,1560,Taiwan,638126000,9,2024,2024-09,0.0884674232125282,0.12042546691271361
2024-11-01,1560,Taiwan,593536000,10,2024,2024-10,-0.06987648207407315,0.07217939986885336
2024-12-01,1560,Taiwan,609542000,11,2024,2024-11,0.02696719322838037,0.15673154291092928
2025-01-01,1560,Taiwan,630526000,12,2024,2024-12,0.03442584760361056,0.226747240175726
2025-02-01,1560,Taiwan,565808000,1,2025,2025-01,-0.10264128679864115,0.038056011668333056
2025-03-01,1560,Taiwan,604077000,2,2025,2025-02,0.06763601787178697,0.20631557506360299
2025-04-01,1560,Taiwan,601745000,3,2025,2025-03,-0.0038604350107684926,0.09537435992653154
2025-05-01,1560,Taiwan,698859000,4,2025,2025-04,0.16138729860655254,0.28723939194677595
2025-06-01,1560,Taiwan,704078000,5,2025,2025-05,0.0074678869414288584,0.14698704895332737
2025-07-01,1560,Taiwan,715653000,6,2025,2025-06,0.01643993989302328,0.2460202907281437
2025-08-01,1560,Taiwan,700303000,7,2025,2025-07,-0.021448942434392104,0.10247477212260514
2025-09-01,1560,Taiwan,689622000,8,2025,2025-08,-0.015251969504628704,0.17630543392789222
2023-08-01,1603,Taiwan,296923000,7,2023,2023-07,,
2023-09-01,1603,Taiwan,282068000,8,2023,2023-08,-0.0500298057072035,
2023-10-01,1603,Taiwan,621451000,9,2023,2023-09,1.2031956833104074,
2023-11-01,1603,Taiwan,360165000,10,2023,2023-10,-0.4204450552014559,
2023-12-01,1603,Taiwan,313088000,11,2023,2023-11,-0.13070953590715362,
2024-01-01,1603,Taiwan,290535000,12,2023,2023-12,-0.07203406071136553,
2024-02-01,1603,Taiwan,467824000,1,2024,2024-01,0.6102156366702807,
2024-03-01,1603,Taiwan,285285000,2,2024,2024-02,-0.39018733540818773,
2024-04-01,1603,Taiwan,276290000,3,2024,2024-03,-0.03152987363513682,
2024-05-01,1603,Taiwan,287693000,4,2024,2024-04,0.04127185203952366,
2024-06-01,1603,Taiwan,527662000,5,2024,2024-05,0.834114837691567,
2024-07-01,1603,Taiwan,326113000,6,2024,2024-06,-0.38196610709128187,
2024-08-01,1603,Taiwan,546321000,7,2024,2024-07,0.6752506033184815,0.8399416683786705
2024-09-01,1603,Taiwan,312239000,8,2024,2024-08,-0.4284697092002687,0.10696356906845161
2024-10-01,1603,Taiwan,312564000,9,2024,2024-09,0.0010408693340677733,-0.49704160102727324
2024-11-01,1603,Taiwan,397191000,10,2024,2024-10,0.27075095020539797,0.10280288201241095
2024-12-01,1603,Taiwan,423180000,11,2024,2024-11,0.06543199619326723,0.3516327677841373
2025-01-01,1603,Taiwan,375611000,12,2024,2024-12,-0.11240843140034973,0.2928253050407008
2025-02-01,1603,Taiwan,398270000,1,2025,2025-01,0.060325709310962594,-0.14867557029994183
2025-03-01,1603,Taiwan,480534000,2,2025,2025-02,0.20655334320938068,0.6843998107156002
2025-04-01,1603,Taiwan,546848000,3,2025,2025-03,0.13800064095360587,0.9792536827246734
2025-05-01,1603,Taiwan,488048000,4,2025,2025-04,-0.10752530867809706,0.6964194471189775
2025-06-01,1603,Taiwan,473093000,5,2025,2025-05,-0.030642477789069922,-0.10341658106894192
2025-07-01,1603,Taiwan,463927000,6,2025,2025-06,-0.01937462613059171,0.42259584867821887
2025-08-01,1603,Taiwan,491968000,7,2025,2025-07,0.06044269895910337,-0.09948912818654232
2025-09-01,1603,Taiwan,364716000,8,2025,2025-08,-0.2586590997788474,0.16806676936577425
2023-08-01,1605,Taiwan,15187001000,7,2023,2023-07,,
2023-09-01,1605,Taiwan,14410608000,8,2023,2023-08,-0.05112220641850229,
2023-10-01,1605,Taiwan,16771119000,9,2023,2023-09,0.16380370626971463,
2023-11-01,1605,Taiwan,15224362000,10,2023,2023-10,-0.0922274178604302,
2023-12-01,1605,Taiwan,14578731000,11,2023,2023-11,-0.04240775409833264,
2024-01-01,1605,Taiwan,13786274000,12,2023,2023-12,-0.05435706303930021,
2024-02-01,1605,Taiwan,13548978000,1,2024,2024-01,-0.01721248250252394,
2024-03-01,1605,Taiwan,11789996000,2,2024,2024-02,-0.12982396163016874,
2024-04-01,1605,Taiwan,15201052000,3,2024,2024-03,0.28931782504421544,
2024-05-01,1605,Taiwan,15224411000,4,2024,2024-04,0.0015366699620527058,
2024-06-01,1605,Taiwan,15678448000,5,2024,2024-05,0.029822959981834485,
2024-07-01,1605,Taiwan,17460705000,6,2024,2024-06,0.11367560105439001,
2024-08-01,1605,Taiwan,15032496000,7,2024,2024-07,-0.13906706516145828,-0.01017350298455899
2024-09-01,1605,Taiwan,14164800000,8,2024,2024-08,-0.057721352462026254,-0.017057434356690604
2024-10-01,1605,Taiwan,14503449000,9,2024,2024-09,0.02390778549644179,-0.1352128024373329
2024-11-01,1605,Taiwan,14774899000,10,2024,2024-10,0.018716237772132605,-0.029522616448557915
2024-12-01,1605,Taiwan,18158784000,11,2024,2024-11,0.2290293151919347,0.24556684666175688
2025-01-01,1605,Taiwan,13658023000,12,2024,2024-12,-0.24785585863018145,-0.009302803643682078
2025-02-01,1605,Taiwan,14106967000,1,2025,2025-01,0.032870350269581516,0.04118310620919163
2025-03-01,1605,Taiwan,15431274000,2,2025,2025-02,0.09387609682506515,0.3088447188616519
2025-04-01,1605,Taiwan,15337828000,3,2025,2025-03,-0.0060556244416372085,0.008997798310274918
2025-05-01,1605,Taiwan,17657667000,4,2025,2025-04,0.15124951199087633,0.1598259532010795
2025-06-01,1605,Taiwan,15710431000,5,2025,2025-05,-0.11027708247074774,0.0020399340546972677
2025-07-01,1605,Taiwan,12927141000,6,2025,2025-06,-0.17716191236255707,-0.2596438116330354
2025-08-01,1605,Taiwan,14274827000,7,2025,2025-07,0.10425244065953954,-0.050402075610065045
2025-09-01,1605,Taiwan,12550005000,8,2025,2025-08,-0.12082962546586384,-0.11400055066079295
2023-08-01,1721,Taiwan,148976000,7,2023,2023-07,,
2023-09-01,1721,Taiwan,167455000,8,2023,2023-08,0.12404011384384073,
2023-10-01,1721,Taiwan,206090000,9,2023,2023-09,0.23071870054641552,
2023-11-01,1721,Taiwan,163755000,10,2023,2023-10,-0.2054199621524576,
2023-12-01,1721,Taiwan,259354000,11,2023,2023-11,0.5837928612866783,
2024-01-01,1721,Taiwan,164871000,12,2023,2023-12,-0.3643013024668985,
2024-02-01,1721,Taiwan,194153000,1,2024,2024-01,0.17760552189287382,
2024-03-01,1721,Taiwan,164787000,2,2024,2024-02,-0.1512518477695426,
2024-04-01,1721,Taiwan,181343000,3,2024,2024-03,0.10046909040154861,
2024-05-01,1721,Taiwan,207343000,4,2024,2024-04,0.14337470980407296,
2024-06-01,1721,Taiwan,202110000,5,2024,2024-05,-0.025238373130513247,
2024-07-01,1721,Taiwan,198396000,6,2024,2024-06,-0.018376131809410667,
2024-08-01,1721,Taiwan,230662000,7,2024,2024-07,0.16263432730498595,0.5483165073568896
2024-09-01,1721,Taiwan,186050000,8,2024,2024-08,-0.19340853716693696,0.11104475829327276
2024-10-01,1721,Taiwan,231382000,9,2024,2024-09,0.24365493147003492,0.12272308214857586
2024-11-01,1721,Taiwan,159047000,10,2024,2024-10,-0.3126215522382899,-0.02875026716741469
2024-12-01,1721,Taiwan,163750000,11,2024,2024-11,0.02956987557137203,-0.3686235801260054
2025-01-01,1721,Taiwan,167697000,12,2024,2024-12,0.024103816793893174,0.017140673617555446
2025-02-01,1721,Taiwan,150783000,1,2025,2025-01,-0.10086048050949037,-0.22338052978836276
2025-03-01,1721,Taiwan,173672000,2,2025,2025-02,0.15180093246586157,0.05391808819870492
2025-04-01,1721,Taiwan,180455000,3,2025,2025-03,0.03905638214565377,-0.004896797781000606
2025-05-01,1721,Taiwan,142359000,4,2025,2025-04,-0.211110803247347,-0.31341304022802796
2025-06-01,1721,Taiwan,112986000,5,2025,2025-05,-0.20633047436410767,-0.4409677898174261
2025-07-01,1721,Taiwan,129787000,6,2025,2025-06,0.14869983891809602,-0.34581846408193717
2025-08-01,1721,Taiwan,176838000,7,2025,2025-07,0.3625247520938153,-0.2333457613304315
2025-09-01,1721,Taiwan,124531000,8,2025,2025-08,-0.29579049751750186,-0.33065842515452837
2023-08-01,2023,Taiwan,5796473000,7,2023,2023-07,,
2023-09-01,2023,Taiwan,6339079000,8,2023,2023-08,0.09360968299170902,
2023-10-01,2023,Taiwan,6775027000,9,2023,2023-09,0.06877150450404557,
2023-11-01,2023,Taiwan,6284195000,10,2023,2023-10,-0.07244723895565286,
2023-12-01,2023,Taiwan,6381835000,11,2023,2023-11,0.0155373918218642,
2024-01-01,2023,Taiwan,5922722000,12,2023,2023-12,-0.0719405938887483,
2024-02-01,2023,Taiwan,6964692000,1,2024,2024-01,0.17592755493166834,
2024-03-01,2023,Taiwan,6267697000,2,2024,2024-02,-0.10007549508291247,
2024-04-01,2023,Taiwan,6308170000,3,2024,2024-03,0.006457395754772444,
2024-05-01,2023,Taiwan,6783195000,4,2024,2024-04,0.07530313862815996,
2024-06-01,2023,Taiwan,6854250000,5,2024,2024-05,0.010475152195978499,
2024-07-01,2023,Taiwan,6242748000,6,2024,2024-06,-0.08921501258343367,
2024-08-01,2023,Taiwan,5726665000,7,2024,2024-07,-0.08266920272931089,-0.012043185571639858
2024-09-01,2023,Taiwan,5186500000,8,2024,2024-08,-0.09432453269049268,-0.1818212077811303
2024-10-01,2023,Taiwan,5821470000,9,2024,2024-09,0.12242745589511239,-0.1407458597581973
2024-11-01,2023,Taiwan,5820903000,10,2024,2024-10,-9.739807986641758e-05,-0.0737233647269061
2024-12-01,2023,Taiwan,5858926000,11,2024,2024-11,0.006532148018958628,-0.08193709176122543
2025-01-01,2023,Taiwan,6132182000,12,2024,2024-12,0.046639264602420294,0.03536549579737147
2025-02-01,2023,Taiwan,6155275000,1,2025,2025-01,0.003765869962763624,-0.11621719955455312
2025-03-01,2023,Taiwan,5639906000,2,2025,2025-02,-0.08372802189991513,-0.10016294661340519
2025-04-01,2023,Taiwan,6752249000,3,2025,2025-03,0.19722722329060094,0.07039743697459011
2025-05-01,2023,Taiwan,6435100000,4,2025,2025-04,-0.04696938753295388,-0.051317262735333435
2025-06-01,2023,Taiwan,6243685000,5,2025,2025-05,-0.029745458501033384,-0.08907830907830905
2025-07-01,2023,Taiwan,5417210000,6,2025,2025-06,-0.13236974639175425,-0.13223952016003204
2025-08-01,2023,Taiwan,5156077000,7,2025,2025-07,-0.04820433396526991,-0.09963704878843094
2025-09-01,2023,Taiwan,5574426000,8,2025,2025-08,0.08113707378691193,0.07479533404029692
2023-08-01,2033,Taiwan,41668000,7,2023,2023-07,,
2023-09-01,2033,Taiwan,46665000,8,2023,2023-08,0.11992416242680237,
2023-10-01,2033,Taiwan,44607000,9,2023,2023-09,-0.04410157505625201,
2023-11-01,2033,Taiwan,42203000,10,2023,2023-10,-0.05389288676665094,
2023-12-01,2033,Taiwan,52301000,11,2023,2023-11,0.2392720896618723,
2024-01-01,2033,Taiwan,56554000,12,2023,2023-12,0.08131775683065334,
2024-02-01,2033,Taiwan,51595000,1,2024,2024-01,-0.08768610531527388,
2024-03-01,2033,Taiwan,34276000,2,2024,2024-02,-0.3356720612462448,
2024-04-01,2033,Taiwan,49860000,3,2024,2024-03,0.45466215427704526,
2024-05-01,2033,Taiwan,43689000,4,2024,2024-04,-0.12376654632972317,
2024-06-01,2033,Taiwan,50596000,5,2024,2024-05,0.15809471491679838,
2024-07-01,2033,Taiwan,55200000,6,2024,2024-06,0.09099533559965223,
2024-08-01,2033,Taiwan,45110000,7,2024,2024-07,-0.1827898550724638,0.08260535662858781
2024-09-01,2033,Taiwan,48987000,8,2024,2024-08,0.08594546663710934,0.04975891996142723
2024-10-01,2033,Taiwan,42216000,9,2024,2024-09,-0.13822034417294382,-0.05360145268679806
2024-11-01,2033,Taiwan,42652000,10,2024,2024-10,0.010327837786621163,0.010639054095680445
2024-12-01,2033,Taiwan,59781000,11,2024,2024-11,0.4015989871518335,0.143018297929294
2025-01-01,2033,Taiwan,53688000,12,2024,2024-12,-0.10192201535604961,-0.05067722884322945
2025-02-01,2033,Taiwan,61630000,1,2025,2025-01,0.14792877365519286,0.19449559065800948
2025-03-01,2033,Taiwan,63198000,2,2025,2025-02,0.025442154794742766,0.8437974092659586
2025-04-01,2033,Taiwan,55226000,3,2025,2025-03,-0.12614323238077152,0.10762133975130372
2025-05-01,2033,Taiwan,56803000,4,2025,2025-04,0.028555390576902262,0.3001670901142164
2025-06-01,2033,Taiwan,58713000,5,2025,2025-05,0.03362498459588403,0.1604277017946083
2025-07-01,2033,Taiwan,66348000,6,2025,2025-06,0.13003934392723937,0.20195652173913037
2025-08-01,2033,Taiwan,63574000,7,2025,2025-07,-0.041809851088201566,0.4093105741520726
2025-09-01,2033,Taiwan,46858000,8,2025,2025-08,-0.2629376789253468,-0.043460509931206204
2023-08-01,2239,Taiwan,2191695000,7,2023,2023-07,,
2023-09-01,2239,Taiwan,1912111000,8,2023,2023-08,-0.12756519497466567,
2023-10-01,2239,Taiwan,2068556000,9,2023,2023-09,0.08181794885338767,
2023-11-01,2239,Taiwan,2124106000,10,2023,2023-10,0.026854482063816576,
2023-12-01,2239,Taiwan,2092982000,11,2023,2023-11,-0.014652752734562235,
2024-01-01,2239,Taiwan,2283415000,12,2023,2023-12,0.09098644899956132,
2024-02-01,2239,Taiwan,2074356000,1,2024,2024-01,-0.09155541152177771,
2024-03-01,2239,Taiwan,1677190000,2,2024,2024-02,-0.19146472447352336,
2024-04-01,2239,Taiwan,1539523000,3,2024,2024-03,-0.08208193466452818,
2024-05-01,2239,Taiwan,1848219000,4,2024,2024-04,0.20051405532752686,
2024-06-01,2239,Taiwan,1987921000,5,2024,2024-05,0.07558736275300704,
2024-07-01,2239,Taiwan,1713387000,6,2024,2024-06,-0.13810106136008427,
2024-08-01,2239,Taiwan,1890784000,7,2024,2024-07,0.10353586200899145,-0.13729601974727323
2024-09-01,2239,Taiwan,1512066000,8,2024,2024-08,-0.2002968080965356,-0.20921641055357143
2024-10-01,2239,Taiwan,1728243000,9,2024,2024-09,0.1429679656840377,-0.16451718010051453
2024-11-01,2239,Taiwan,1517127000,10,2024,2024-10,-0.1221564328627398,-0.28575739628813246
2024-12-01,2239,Taiwan,1824801000,11,2024,2024-11,0.2028004247502022,-0.12813344787485037
2025-01-01,2239,Taiwan,2106320000,12,2024,2024-12,0.1542738084865145,-0.0775570800752382
2025-02-01,2239,Taiwan,1794737000,1,2025,2025-01,-0.1479276653120134,-0.134797980674484
2025-03-01,2239,Taiwan,1404151000,2,2025,2025-02,-0.21762854390364716,-0.16279550915519414
2025-04-01,2239,Taiwan,1385199000,3,2025,2025-03,-0.01349712388482438,-0.10024143841956246
2025-05-01,2239,Taiwan,1837996000,4,2025,2025-04,0.3268822746767792,-0.005531270915405617
2025-06-01,2239,Taiwan,1411592000,5,2025,2025-05,-0.231993976047826,-0.2899154443260069
